ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,Year
Secret Identity,Good Characters,,Black Hair,Female Characters,Living Characters,9,2007
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Deceased Characters,9,2008
Secret Identity,Bad Characters,Blue Eyes,,Male Characters,Living Characters,9,2008
Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,9,2008
Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,9,2008
Secret Identity,Bad Characters,,,Male Characters,Living Characters,9,2009
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,9,2009
Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,9,2009
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,9,2009
,Bad Characters,Brown Eyes,,Male Characters,Living Characters,9,2009
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters,9,2009
,Bad Characters,Brown Eyes,,Male Characters,Living Characters,9,2009
Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,9,2009
Secret Identity,Neutral Characters,Grey Eyes,Grey Hair,Male Characters,Living Characters,9,2009
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Deceased Characters,9,2010
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,9,2010
,Bad Characters,Brown Eyes,White Hair,Male Characters,Living Characters,9,2010
,Bad Characters,Black Eyes,Black Hair,Female Characters,Deceased Characters,9,2010
,Bad Characters,Blue Eyes,White Hair,Female Characters,Deceased Characters,9,2010
,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,9,2010
Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,9,2010
Secret Identity,Bad Characters,Red Eyes,Blond Hair,Male Characters,Deceased Characters,9,2010
,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,9,2011
,Bad Characters,,Black Hair,Male Characters,Deceased Characters,9,2011
Public Identity,Bad Characters,,Bald,Male Characters,Living Characters,9,2011
Secret Identity,Neutral Characters,Black Eyes,Bald,Male Characters,Living Characters,9,2011
,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,9,2011
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,9,2012
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,9,2012
,Bad Characters,Red Eyes,Bald,Male Characters,Deceased Characters,9,2012
,Good Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,9,2013
Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,9,2013
Public Identity,Bad Characters,,,Male Characters,Deceased Characters,9,2013
Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,8,1940
,Good Characters,Grey Eyes,Bald,Male Characters,Living Characters,8,1940
Secret Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,8,1941
Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,8,1941
Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,8,1941
Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1942
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,8,1942
Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,8,1942
Secret Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters,8,1946
Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,8,1946
Public Identity,Good Characters,,,Male Characters,Deceased Characters,8,1949
Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,Living Characters,8,1949
Public Identity,Good Characters,,Grey Hair,Male Characters,Living Characters,8,1951
Public Identity,,,,Female Characters,Living Characters,8,1953
,,Brown Eyes,Brown Hair,,Living Characters,8,1954
,Bad Characters,White Eyes,Bald,Male Characters,Deceased Characters,8,1954
Public Identity,Good Characters,,,Male Characters,Living Characters,8,1954
Public Identity,Bad Characters,Black Eyes,Bald,Male Characters,Deceased Characters,8,1960
Public Identity,Bad Characters,White Eyes,Bald,Male Characters,Living Characters,8,1961
Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,8,1961
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Deceased Characters,8,1962
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Deceased Characters,8,1962
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Deceased Characters,8,1962
,,,,,Deceased Characters,8,1962
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Deceased Characters,8,1962
,Neutral Characters,,,Male Characters,Living Characters,8,1963
Secret Identity,,Red Eyes,Pink Hair,Male Characters,Deceased Characters,8,1963
Secret Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,8,1963
,Neutral Characters,Green Eyes,Bald,Male Characters,Living Characters,8,1964
Secret Identity,Good Characters,Variable Eyes,Variable Hair,Female Characters,Living Characters,8,1964
Secret Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters,8,1964
Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,8,1965
Public Identity,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters,8,1966
Public Identity,Bad Characters,,White Hair,Male Characters,Living Characters,8,1966
,,Brown Eyes,Black Hair,Male Characters,Deceased Characters,8,1966
,Bad Characters,,,Male Characters,Living Characters,8,1966
Secret Identity,,,,Male Characters,Living Characters,8,1967
Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,Deceased Characters,8,1967
Secret Identity,Bad Characters,,,Male Characters,Living Characters,8,1967
,,,,Male Characters,Deceased Characters,8,1968
,,,,Male Characters,Living Characters,8,1968
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Living Characters,8,1969
,Bad Characters,White Eyes,Bald,Male Characters,Living Characters,8,1969
Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,8,1970
,Bad Characters,,,Male Characters,Deceased Characters,8,1970
Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,Living Characters,8,1970
,,,,Male Characters,Living Characters,8,1971
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,8,1971
Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,8,1971
,,Green Eyes,,Male Characters,Living Characters,8,1971
,,,Blond Hair,Female Characters,Living Characters,8,1972
,Neutral Characters,,Blond Hair,Male Characters,Deceased Characters,8,1972
Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,8,1972
Public Identity,Bad Characters,Black Eyes,Bald,Male Characters,Deceased Characters,8,1973
Secret Identity,Neutral Characters,,Blond Hair,Male Characters,Deceased Characters,8,1973
Secret Identity,,Green Eyes,Brown Hair,Female Characters,Deceased Characters,8,1973
,Good Characters,,,Female Characters,Living Characters,8,1973
,Bad Characters,,Orange Hair,Male Characters,Living Characters,8,1973
,,,,Male Characters,Living Characters,8,1973
Public Identity,Good Characters,,,Male Characters,Living Characters,8,1973
,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,8,1973
,,,,Female Characters,Living Characters,8,1974
,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,8,1974
Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1974
,,,Brown Hair,Male Characters,Living Characters,8,1974
Secret Identity,Bad Characters,,,Male Characters,Living Characters,8,1974
Public Identity,Good Characters,,,Female Characters,Living Characters,8,1974
Public Identity,,,Grey Hair,Male Characters,Living Characters,8,1975
Secret Identity,,,Blond Hair,Female Characters,Living Characters,8,1976
Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Deceased Characters,8,1976
,Bad Characters,,Brown Hair,Male Characters,Deceased Characters,8,1976
,Bad Characters,,,Male Characters,Living Characters,8,1976
,,,,Male Characters,Living Characters,8,1977
Secret Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters,8,1977
,Bad Characters,,,Male Characters,Living Characters,8,1977
,,,,Male Characters,Living Characters,8,1977
Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,8,1977
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,8,1977
Secret Identity,Bad Characters,,,Male Characters,Living Characters,8,1978
,Good Characters,Red Eyes,Grey Hair,Male Characters,Living Characters,8,1978
Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,8,1978
Public Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters,8,1978
,,,,Male Characters,Living Characters,8,1978
,,,,,Living Characters,8,1979
,,,,,Living Characters,8,1979
,Neutral Characters,,,,Deceased Characters,8,1979
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,8,1979
,Good Characters,,White Hair,Male Characters,Deceased Characters,8,1979
,,,,,Living Characters,8,1979
Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,8,1979
Public Identity,,Blue Eyes,Black Hair,Male Characters,Living Characters,8,1979
Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Living Characters,8,1980
Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,8,1980
Public Identity,Good Characters,,Red Hair,Male Characters,Living Characters,8,1980
Public Identity,,,Black Hair,Male Characters,Living Characters,8,1980
Public Identity,Bad Characters,,,Male Characters,Living Characters,8,1980
,,,Black Hair,Male Characters,Living Characters,8,1980
,Bad Characters,White Eyes,Bald,Male Characters,Living Characters,8,1981
Public Identity,Good Characters,,,Male Characters,Living Characters,8,1981
,Bad Characters,,Bald,Female Characters,Living Characters,8,1981
Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,8,1981
Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters,8,1981
,,,,Male Characters,Living Characters,8,1982
Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,8,1982
,Good Characters,,Blond Hair,Female Characters,Deceased Characters,8,1982
Public Identity,Good Characters,Green Eyes,Grey Hair,Female Characters,Living Characters,8,1982
Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Living Characters,8,1982
Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,8,1982
Public Identity,Good Characters,,White Hair,Female Characters,Living Characters,8,1983
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,8,1983
,Bad Characters,,,Male Characters,Deceased Characters,8,1983
Public Identity,Bad Characters,,Bald,Female Characters,Living Characters,8,1984
Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Deceased Characters,8,1984
Secret Identity,Bad Characters,,,Female Characters,Living Characters,8,1984
,,,Blond Hair,Female Characters,Deceased Characters,8,1984
Public Identity,Good Characters,Brown Eyes,Grey Hair,Female Characters,Living Characters,8,1984
Public Identity,,,Brown Hair,Male Characters,Living Characters,8,1984
Public Identity,Bad Characters,,,Male Characters,Deceased Characters,8,1984
Secret Identity,,Yellow Eyes,Bald,Male Characters,Deceased Characters,8,1985
Secret Identity,Good Characters,,,Male Characters,Living Characters,8,1985
Public Identity,Bad Characters,,,,Living Characters,8,1985
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,8,1985
Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Deceased Characters,8,1985
Public Identity,,Blue Eyes,Blond Hair,Female Characters,Living Characters,8,1986
Secret Identity,Neutral Characters,Blue Eyes,White Hair,Female Characters,Living Characters,8,1986
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,8,1987
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,8,1987
Secret Identity,,White Eyes,Black Hair,Male Characters,Living Characters,8,1987
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,8,1987
,Bad Characters,,Brown Hair,Male Characters,Deceased Characters,8,1987
Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,8,1988
Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,8,1988
Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Living Characters,8,1988
Secret Identity,,,Bald,Male Characters,Deceased Characters,8,1988
Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,8,1988
Public Identity,Bad Characters,,Grey Hair,Male Characters,Living Characters,8,1988
,Bad Characters,,Black Hair,Male Characters,Deceased Characters,8,1989
Public Identity,Bad Characters,,,Male Characters,Living Characters,8,1989
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,8,1989
Secret Identity,,White Eyes,Bald,Male Characters,Living Characters,8,1989
Secret Identity,,,Black Hair,Male Characters,Deceased Characters,8,1990
Secret Identity,Bad Characters,,Red Hair,Female Characters,Living Characters,8,1990
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,8,1990
Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,8,1990
Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,8,1990
,Good Characters,,Blond Hair,Female Characters,Living Characters,8,1990
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,8,1990
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1991
,Bad Characters,,Black Hair,Male Characters,Living Characters,8,1991
Public Identity,Good Characters,,White Hair,Female Characters,Deceased Characters,8,1991
Public Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters,8,1991
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,8,1991
Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,8,1991
Secret Identity,Bad Characters,,Strawberry Blond Hair,Male Characters,Living Characters,8,1991
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1991
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,8,1992
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,8,1992
Secret Identity,Bad Characters,White Eyes,Orange Hair,Male Characters,Deceased Characters,8,1992
Public Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,8,1992
Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,8,1992
Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,Deceased Characters,8,1992
,Good Characters,,,Female Characters,Deceased Characters,8,1992
Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,8,1992
Secret Identity,Neutral Characters,,Black Hair,Female Characters,Living Characters,8,1992
Secret Identity,Bad Characters,,,Male Characters,Living Characters,8,1992
,Good Characters,,,Male Characters,Living Characters,8,1992
Secret Identity,Good Characters,White Eyes,Bald,Male Characters,Living Characters,8,1993
,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Deceased Characters,8,1993
Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters,8,1993
Secret Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,8,1993
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,8,1993
Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,8,1993
,,,,Male Characters,Living Characters,8,1993
Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,8,1993
Public Identity,Bad Characters,Blue Eyes,,Male Characters,Living Characters,8,1993
Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,8,1993
Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,8,1993
Secret Identity,Bad Characters,Blue Eyes,,Male Characters,Deceased Characters,8,1994
Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters,8,1994
Public Identity,,Blue Eyes,Strawberry Blond Hair,Male Characters,Living Characters,8,1994
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,8,1994
Secret Identity,Bad Characters,Green Eyes,White Hair,Male Characters,Deceased Characters,8,1994
Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,8,1994
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,8,1994
,,,,Male Characters,Living Characters,8,1994
Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,8,1994
Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,Living Characters,8,1994
Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,8,1994
,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,8,1994
Secret Identity,Bad Characters,,Green Hair,Male Characters,Living Characters,8,1994
Secret Identity,Bad Characters,Red Eyes,,Male Characters,Living Characters,8,1994
Public Identity,,,Bald,Male Characters,Living Characters,8,1995
Public Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,8,1995
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,8,1995
Secret Identity,Good Characters,,White Hair,Female Characters,Living Characters,8,1995
Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,8,1995
Secret Identity,Neutral Characters,Hazel Eyes,Bald,Male Characters,Deceased Characters,8,1995
Public Identity,,,Bald,Male Characters,Living Characters,8,1995
Public Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,Deceased Characters,8,1995
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1995
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,8,1995
,,Blue Eyes,Auburn Hair,Female Characters,Deceased Characters,8,1996
Public Identity,,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1996
Secret Identity,Bad Characters,,White Hair,Male Characters,Living Characters,8,1996
,Bad Characters,,,Male Characters,Living Characters,8,1996
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,8,1996
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1996
,Good Characters,Silver Eyes,Bald,Male Characters,Deceased Characters,8,1996
Secret Identity,Neutral Characters,,Black Hair,Female Characters,Deceased Characters,8,1996
Public Identity,,Black Eyes,Black Hair,Male Characters,Living Characters,8,1996
,Neutral Characters,,,Female Characters,Living Characters,8,1997
,Bad Characters,,,Male Characters,Living Characters,8,1997
Secret Identity,Good Characters,,,Male Characters,Deceased Characters,8,1997
Public Identity,,Black Eyes,Black Hair,Female Characters,Living Characters,8,1997
Secret Identity,Bad Characters,,,Male Characters,Living Characters,8,1997
,Bad Characters,,Black Hair,Female Characters,Living Characters,8,1997
Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,8,1997
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,8,1997
,Neutral Characters,,,Male Characters,Living Characters,8,1997
Public Identity,,White Eyes,Black Hair,Female Characters,Living Characters,8,1997
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,8,1998
Public Identity,,Black Eyes,Black Hair,Male Characters,Living Characters,8,1998
Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,8,1998
Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,8,1999
,,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1999
,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters,8,1999
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,8,1999
Secret Identity,Good Characters,,Bald,Male Characters,Living Characters,8,1999
,Bad Characters,,,Male Characters,Living Characters,8,1999
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,1999
Secret Identity,Good Characters,Green Eyes,Bald,Male Characters,Deceased Characters,8,1999
Secret Identity,,Blue Eyes,Black Hair,Male Characters,Living Characters,8,2000
Public Identity,Good Characters,,,Male Characters,Living Characters,8,2000
Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,8,2000
Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Living Characters,8,2000
Secret Identity,Bad Characters,Black Eyes,Bald,Female Characters,Deceased Characters,8,2000
Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,Living Characters,8,2000
Public Identity,Good Characters,,,Male Characters,Living Characters,8,2000
Secret Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,8,2000
Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,8,2001
Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,8,2001
Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,8,2001
Secret Identity,Neutral Characters,,,Male Characters,Deceased Characters,8,2001
Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,8,2001
Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,8,2001
,,,,Male Characters,Living Characters,8,2001
Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,8,2001
,Neutral Characters,,,Female Characters,Living Characters,8,2002
Secret Identity,,,White Hair,Male Characters,Living Characters,8,2002
Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters,8,2002
,Bad Characters,Black Eyes,Auburn Hair,Female Characters,Living Characters,8,2002
Public Identity,Bad Characters,Pink Eyes,Bald,Male Characters,Living Characters,8,2003
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,2003
,Good Characters,,Brown Hair,Male Characters,Living Characters,8,2004
,Good Characters,,Black Hair,Male Characters,Living Characters,8,2004
Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Living Characters,8,2004
Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,8,2004
Secret Identity,Good Characters,,,Male Characters,Living Characters,8,2004
Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,8,2005
Public Identity,Neutral Characters,Grey Eyes,White Hair,Female Characters,Living Characters,8,2005
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,8,2005
Secret Identity,Bad Characters,Yellow Eyes,Bald,Male Characters,Deceased Characters,8,2005
Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,8,2005
,,Brown Eyes,Black Hair,Female Characters,Living Characters,8,2005
,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,8,2005
Secret Identity,Neutral Characters,White Eyes,Bald,Female Characters,Deceased Characters,8,2006
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,8,2006
Secret Identity,Bad Characters,White Eyes,Red Hair,Female Characters,Living Characters,8,2006
Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,8,2006
Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,8,2006
Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,Living Characters,8,2006
,Bad Characters,,,,Deceased Characters,8,2006
Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,8,2006
Secret Identity,Bad Characters,,,Male Characters,Living Characters,8,2006
Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,8,2007
Secret Identity,,Brown Eyes,Blond Hair,Female Characters,Living Characters,8,2007
Secret Identity,,,Black Hair,Male Characters,Living Characters,8,2007
,Good Characters,Green Eyes,Red Hair,Female Characters,Deceased Characters,8,2007
Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,8,2007
Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,Living Characters,8,2008
,,,Brown Hair,Male Characters,Living Characters,8,2008
Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Living Characters,8,2008
Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,8,2008
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Deceased Characters,8,2008
Public Identity,Good Characters,,,Male Characters,Living Characters,8,2008
Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,8,2008
Secret Identity,Good Characters,Brown Eyes,Bald,Female Characters,Living Characters,8,2008
Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,Living Characters,8,2008
Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,Living Characters,8,2008
Secret Identity,Neutral Characters,White Eyes,Auburn Hair,Female Characters,Deceased Characters,8,2008
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,8,2008
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,8,2009
Secret Identity,Bad Characters,,,Male Characters,Living Characters,8,2009
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,8,2009
Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,Living Characters,8,2009
Public Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,8,2009
Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,8,2009
Secret Identity,Neutral Characters,Red Eyes,Blond Hair,Female Characters,Living Characters,8,2010
Secret Identity,Bad Characters,,Blond Hair,Female Characters,Living Characters,8,2010
Secret Identity,Bad Characters,,Bald,Male Characters,Deceased Characters,8,2010
Secret Identity,Bad Characters,Brown Eyes,Red Hair,Female Characters,Deceased Characters,8,2010
Secret Identity,Bad Characters,Yellow Eyes,Bald,Male Characters,Living Characters,8,2010
Secret Identity,Good Characters,White Eyes,Black Hair,Male Characters,Living Characters,8,2010
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,8,2010
Secret Identity,Good Characters,,White Hair,Male Characters,Deceased Characters,8,2010
Secret Identity,Neutral Characters,,White Hair,Female Characters,Living Characters,8,2010
Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,8,2010
Secret Identity,Good Characters,,,,Living Characters,8,2010
Secret Identity,Bad Characters,Brown Eyes,,Male Characters,Living Characters,8,2011
Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,Living Characters,8,2011
Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Deceased Characters,8,2011
Secret Identity,Bad Characters,Grey Eyes,Red Hair,Female Characters,Living Characters,8,2012
Public Identity,,,Blond Hair,Female Characters,Deceased Characters,8,2012
Secret Identity,Neutral Characters,,,Male Characters,Living Characters,8,2012
Secret Identity,Bad Characters,Purple Eyes,Bald,Male Characters,Living Characters,8,2012
Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,8,2013
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,8,2013
Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,7,1940
Public Identity,Good Characters,,,Male Characters,Living Characters,7,1940
Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,7,1940
Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,7,1940
Public Identity,Good Characters,,White Hair,Male Characters,Living Characters,7,1941
Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,7,1941
Secret Identity,Good Characters,,Brown Hair,Male Characters,Deceased Characters,7,1941
Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,Living Characters,7,1941
Secret Identity,Good Characters,,Grey Hair,Male Characters,Deceased Characters,7,1941
,Bad Characters,,,Male Characters,Deceased Characters,7,1943
Public Identity,Good Characters,,White Hair,Male Characters,Living Characters,7,1943
Public Identity,Bad Characters,,,,Deceased Characters,7,1944
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,7,1946
Secret Identity,Bad Characters,,Black Hair,Female Characters,Deceased Characters,7,1946
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,7,1948
Public Identity,Good Characters,,Grey Hair,Female Characters,Living Characters,7,1949
Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,Living Characters,7,1951
