ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,Year
Secret Identity,Neutral Characters,Red Eyes,Yellow Hair,Male Characters,Living Characters,2,1960
Secret Identity,Good Characters,,,Male Characters,Living Characters,2,1960
Public Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1960
Public Identity,Neutral Characters,,Bald,,Living Characters,2,1960
Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,2,1961
Secret Identity,Good Characters,,,Male Characters,Living Characters,2,1961
,,,,Male Characters,Living Characters,2,1961
Secret Identity,,,Black Hair,Male Characters,Living Characters,2,1961
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1961
Public Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters,2,1961
Public Identity,Neutral Characters,,Bald,Male Characters,Living Characters,2,1961
Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1961
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1961
Public Identity,Neutral Characters,,,Male Characters,Living Characters,2,1961
Public Identity,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters,2,1961
,Bad Characters,White Eyes,Bald,,Living Characters,2,1961
Public Identity,,Blue Eyes,Bald,,Living Characters,2,1961
,Neutral Characters,,,Male Characters,Living Characters,2,1961
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1961
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1961
Public Identity,Bad Characters,,,Male Characters,Living Characters,2,1961
Public Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,2,1961
,Bad Characters,,Bald,Male Characters,Living Characters,2,1961
,Bad Characters,,,Male Characters,Living Characters,2,1961
Secret Identity,,,,Male Characters,Living Characters,2,1962
Public Identity,Bad Characters,,,Male Characters,Living Characters,2,1962
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1962
,Good Characters,,,Male Characters,Living Characters,2,1962
Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,2,1962
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1962
Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters,2,1962
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1962
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1962
,,,,,Living Characters,2,1962
,Neutral Characters,,,Male Characters,Living Characters,2,1962
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1962
,Bad Characters,,,Male Characters,Living Characters,2,1962
,,,Bald,Male Characters,Living Characters,2,1962
Public Identity,Neutral Characters,,,Male Characters,Living Characters,2,1962
Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,2,1963
Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,2,1963
Public Identity,,,Grey Hair,Male Characters,Living Characters,2,1963
,Neutral Characters,Blue Eyes,White Hair,Male Characters,Living Characters,2,1963
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1963
,,Blue Eyes,Black Hair,Male Characters,Living Characters,2,1963
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1963
,,Brown Eyes,Brown Hair,Female Characters,Living Characters,2,1963
,Bad Characters,,,Male Characters,Living Characters,2,1963
Secret Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,2,1963
,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1963
Secret Identity,Good Characters,,Red Hair,Male Characters,Living Characters,2,1963
,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1964
,Bad Characters,,,Male Characters,Living Characters,2,1964
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,2,1964
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1964
,Good Characters,,,Male Characters,Living Characters,2,1964
,,,Black Hair,Male Characters,Living Characters,2,1964
Public Identity,Good Characters,,Blond Hair,Female Characters,Deceased Characters,2,1964
,Bad Characters,,,Female Characters,Living Characters,2,1964
,,,Brown Hair,Male Characters,Living Characters,2,1964
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1964
,,,Brown Hair,Male Characters,Living Characters,2,1964
,Good Characters,,,Male Characters,Living Characters,2,1964
,,,,Male Characters,Living Characters,2,1964
Public Identity,,,Blond Hair,Male Characters,Living Characters,2,1964
,Bad Characters,,,Male Characters,Living Characters,2,1964
,Good Characters,,,Male Characters,Living Characters,2,1965
,,,,Male Characters,Living Characters,2,1965
Public Identity,,,Blond Hair,Male Characters,Living Characters,2,1965
Public Identity,Bad Characters,,,,Deceased Characters,2,1965
Secret Identity,Bad Characters,,White Hair,Male Characters,Living Characters,2,1965
,Good Characters,,,Male Characters,Deceased Characters,2,1965
Secret Identity,Bad Characters,,Brown Hair,Female Characters,Living Characters,2,1965
Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1965
Public Identity,Neutral Characters,,,Male Characters,Living Characters,2,1965
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1965
,Good Characters,,Black Hair,Male Characters,Living Characters,2,1965
Secret Identity,Bad Characters,,,,Deceased Characters,2,1965
Public Identity,Bad Characters,,,,Living Characters,2,1965
Secret Identity,Bad Characters,,,,Living Characters,2,1965
Public Identity,Bad Characters,,,,Living Characters,2,1965
Secret Identity,Bad Characters,,,,Living Characters,2,1965
Secret Identity,Bad Characters,,,,Living Characters,2,1965
Public Identity,Bad Characters,,,,Living Characters,2,1965
Secret Identity,Bad Characters,,,,Living Characters,2,1965
Secret Identity,Bad Characters,,,,Deceased Characters,2,1965
Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,2,1965
Secret Identity,,,,Male Characters,Living Characters,2,1966
Public Identity,,,,Male Characters,Living Characters,2,1966
,,Black Eyes,Black Hair,Male Characters,Living Characters,2,1966
,,,White Hair,Male Characters,Living Characters,2,1966
Public Identity,Neutral Characters,,,Male Characters,Living Characters,2,1966
,,,,,Living Characters,2,1966
Public Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters,2,1966
,,,Black Hair,Male Characters,Deceased Characters,2,1966
,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,2,1966
Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,2,1966
Secret Identity,,,,,Deceased Characters,2,1966
Secret Identity,,,,,Deceased Characters,2,1966
Secret Identity,,,,,Deceased Characters,2,1966
Secret Identity,,,,,Deceased Characters,2,1966
Secret Identity,,,,,Deceased Characters,2,1966
,,Black Eyes,Black Hair,Male Characters,Living Characters,2,1966
,,,,Male Characters,Living Characters,2,1966
,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1966
,,,,,Living Characters,2,1967
Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Living Characters,2,1967
,,,,Male Characters,Living Characters,2,1967
,Bad Characters,,,,Living Characters,2,1967
,,,,Male Characters,Living Characters,2,1967
Secret Identity,Good Characters,,Black Hair,Male Characters,Deceased Characters,2,1967
Public Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters,2,1967
Public Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1967
,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1967
Secret Identity,Neutral Characters,,,,Living Characters,2,1967
,Bad Characters,,,,Deceased Characters,2,1968
,Bad Characters,,,,Living Characters,2,1968
,Bad Characters,,,,Living Characters,2,1968
,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,2,1968
,Neutral Characters,,,Female Characters,Living Characters,2,1968
Public Identity,Neutral Characters,,White Hair,Female Characters,Living Characters,2,1968
Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1968
,Bad Characters,,,Male Characters,Living Characters,2,1968
Public Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1968
,Bad Characters,,,,Deceased Characters,2,1969
,Neutral Characters,,,Male Characters,Deceased Characters,2,1969
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters,2,1969
,Neutral Characters,,,Male Characters,Living Characters,2,1969
,Bad Characters,,Strawberry Blond Hair,Female Characters,Deceased Characters,2,1969
Public Identity,,,,Male Characters,Living Characters,2,1969
,Neutral Characters,,Bald,Male Characters,Living Characters,2,1969
,Good Characters,,Blond Hair,Male Characters,Deceased Characters,2,1969
Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,2,1969
Public Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,2,1969
,,,,,Deceased Characters,2,1969
,Bad Characters,Yellow Eyes,Bald,,Deceased Characters,2,1969
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,2,1969
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1970
Public Identity,Bad Characters,,,Female Characters,Living Characters,2,1970
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1970
Secret Identity,,,Brown Hair,Male Characters,Deceased Characters,2,1970
Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,2,1970
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1970
,Bad Characters,,,Male Characters,Living Characters,2,1970
Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,2,1970
Secret Identity,,,Brown Hair,Male Characters,Deceased Characters,2,1970
Secret Identity,Good Characters,Yellow Eyes,Blond Hair,Male Characters,Deceased Characters,2,1970
,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1970
Public Identity,Bad Characters,One Eye,Bald,Male Characters,Living Characters,2,1970
,Bad Characters,,Grey Hair,Male Characters,Deceased Characters,2,1970
Public Identity,Good Characters,,,Male Characters,Deceased Characters,2,1970
Public Identity,Bad Characters,,Bald,Female Characters,Living Characters,2,1970
,Good Characters,,,Male Characters,Living Characters,2,1970
,,Black Eyes,Bald,Male Characters,Living Characters,2,1970
,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1970
Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,2,1970
,Bad Characters,,Black Hair,Male Characters,Deceased Characters,2,1970
Secret Identity,,,,Male Characters,Living Characters,2,1970
Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters,2,1971
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,2,1971
Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,2,1971
Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,Living Characters,2,1971
,Bad Characters,,,Male Characters,Deceased Characters,2,1971
Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1971
,,,,Male Characters,Living Characters,2,1971
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,2,1971
,Bad Characters,,Bald,Male Characters,Living Characters,2,1971
,Good Characters,,Brown Hair,Female Characters,Living Characters,2,1971
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1971
,Good Characters,,,Male Characters,Living Characters,2,1971
Public Identity,Good Characters,,White Hair,Male Characters,Living Characters,2,1971
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,2,1971
Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,Living Characters,2,1971
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1971
Public Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,2,1971
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1971
Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,2,1971
Secret Identity,Bad Characters,,Black Hair,Male Characters,Deceased Characters,2,1971
,,,,Male Characters,Deceased Characters,2,1972
,Bad Characters,,,Male Characters,Living Characters,2,1972
,Good Characters,,White Hair,Male Characters,Living Characters,2,1972
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1972
,,,,Male Characters,Living Characters,2,1972
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,2,1972
,Bad Characters,Green Eyes,Bald,Male Characters,Living Characters,2,1972
,,Red Eyes,Orange Hair,Male Characters,Living Characters,2,1972
,Neutral Characters,,,Male Characters,Living Characters,2,1972
,Good Characters,,,Male Characters,Living Characters,2,1972
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1972
Public Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters,2,1972
Public Identity,Neutral Characters,,Black Hair,Male Characters,Deceased Characters,2,1972
,Bad Characters,,,,Living Characters,2,1972
,Good Characters,,,Male Characters,Living Characters,2,1972
,Bad Characters,,,Male Characters,Living Characters,2,1972
Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,2,1972
,,,Bald,Male Characters,Living Characters,2,1972
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,2,1972
,Good Characters,,,Female Characters,Living Characters,2,1972
,Neutral Characters,,Bald,Male Characters,Deceased Characters,2,1972
Secret Identity,Bad Characters,Black Eyes,Blue Hair,Male Characters,Living Characters,2,1972
Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,2,1972
,Good Characters,,White Hair,Male Characters,Living Characters,2,1972
,,,White Hair,Male Characters,Living Characters,2,1973
,Bad Characters,,,Female Characters,Deceased Characters,2,1973
Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1973
Public Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1973
,Good Characters,,,Male Characters,Living Characters,2,1973
Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,2,1973
Public Identity,,,Brown Hair,Male Characters,Living Characters,2,1973
Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,2,1973
Public Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters,2,1973
,,,,Male Characters,Living Characters,2,1973
Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,2,1973
,,,,Male Characters,Living Characters,2,1973
Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,2,1973
,Neutral Characters,,Brown Hair,Female Characters,Living Characters,2,1973
Public Identity,,,Brown Hair,Female Characters,Living Characters,2,1973
Public Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1973
Secret Identity,Bad Characters,Black Eyes,,,Living Characters,2,1973
,Bad Characters,,,Male Characters,Living Characters,2,1973
,Bad Characters,,,Male Characters,Deceased Characters,2,1973
,,,Blond Hair,Male Characters,Living Characters,2,1973
Secret Identity,Bad Characters,,Blond Hair,Male Characters,Deceased Characters,2,1973
,,,,,Living Characters,2,1973
,,,,Male Characters,Living Characters,2,1973
Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters,2,1973
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,2,1973
Secret Identity,Good Characters,,Blond Hair,Male Characters,Living Characters,2,1974
Secret Identity,Bad Characters,,,,Deceased Characters,2,1974
,Bad Characters,,,Male Characters,Living Characters,2,1974
Public Identity,Bad Characters,,,Male Characters,Deceased Characters,2,1974
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,2,1974
,,,,Male Characters,Living Characters,2,1974
Public Identity,Good Characters,,White Hair,Male Characters,Living Characters,2,1974
Public Identity,,,,Male Characters,Living Characters,2,1974
Public Identity,,,,Female Characters,Living Characters,2,1974
Public Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters,2,1974
,Good Characters,,,Male Characters,Living Characters,2,1974
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1974
Public Identity,Bad Characters,Violet Eyes,,Female Characters,Deceased Characters,2,1974
Public Identity,,,,Male Characters,Deceased Characters,2,1974
,Neutral Characters,,,Male Characters,Deceased Characters,2,1974
Public Identity,Bad Characters,,Blond Hair,Female Characters,Deceased Characters,2,1974
,Bad Characters,,Bald,Male Characters,Living Characters,2,1974
,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,2,1974
Secret Identity,Bad Characters,,Blond Hair,Female Characters,Living Characters,2,1974
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1974
Public Identity,Neutral Characters,,Blond Hair,Female Characters,Living Characters,2,1974
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,2,1974
,Bad Characters,,,Male Characters,Living Characters,2,1974
Public Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,Living Characters,2,1974
Public Identity,,,,Male Characters,Living Characters,2,1974
,Bad Characters,,,Male Characters,Living Characters,2,1974
,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1974
Public Identity,Good Characters,,Light Brown Hair,Male Characters,Living Characters,2,1974
Public Identity,Neutral Characters,,Red Hair,Male Characters,Living Characters,2,1974
,Bad Characters,,,Male Characters,Living Characters,2,1974
,Neutral Characters,,,,Living Characters,2,1974
Public Identity,Bad Characters,,,Male Characters,Living Characters,2,1974
Public Identity,,,Black Hair,Male Characters,Deceased Characters,2,1974
Public Identity,,,,Male Characters,Living Characters,2,1974
Public Identity,,,,Male Characters,Living Characters,2,1974
Public Identity,Good Characters,,Black Hair,Female Characters,Deceased Characters,2,1974
,Bad Characters,,,,Deceased Characters,2,1975
Secret Identity,,,Brown Hair,Male Characters,Living Characters,2,1975
,,,,Male Characters,Deceased Characters,2,1975
,Bad Characters,,,Male Characters,Deceased Characters,2,1975
Public Identity,Bad Characters,,Bald,,Living Characters,2,1975
Public Identity,,,Brown Hair,Male Characters,Living Characters,2,1975
,Bad Characters,,,,Living Characters,2,1975
Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,Deceased Characters,2,1975
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1975
,Neutral Characters,,Black Hair,Male Characters,Living Characters,2,1975
,Good Characters,,,Male Characters,Living Characters,2,1975
,Good Characters,,,Male Characters,Living Characters,2,1975
Public Identity,,,,Male Characters,Living Characters,2,1975
Public Identity,Bad Characters,,White Hair,Male Characters,Deceased Characters,2,1975
,Good Characters,,,Female Characters,Living Characters,2,1975
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1975
Secret Identity,Bad Characters,,,,Living Characters,2,1975
,Neutral Characters,Gold Eyes,Blond Hair,Female Characters,Deceased Characters,2,1975
,Bad Characters,,,Male Characters,Living Characters,2,1975
,Bad Characters,,,Male Characters,Living Characters,2,1975
Public Identity,,,Black Hair,Male Characters,Living Characters,2,1975
Secret Identity,,,Black Hair,Female Characters,Living Characters,2,1975
Secret Identity,Bad Characters,,Black Hair,Female Characters,Living Characters,2,1975
Secret Identity,Neutral Characters,White Eyes,,Male Characters,Living Characters,2,1975
Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,2,1975
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1975
Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,2,1975
,Bad Characters,,Black Hair,Male Characters,Deceased Characters,2,1975
Secret Identity,,,Black Hair,Female Characters,Living Characters,2,1975
,Neutral Characters,,Blond Hair,Male Characters,Deceased Characters,2,1975
Secret Identity,Bad Characters,,Black Hair,Female Characters,Deceased Characters,2,1976
,,Red Eyes,Bald,Male Characters,Living Characters,2,1976
,,,,Male Characters,Living Characters,2,1976
,,,Red Hair,Female Characters,Living Characters,2,1976
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1976
Public Identity,Neutral Characters,,Black Hair,Male Characters,Living Characters,2,1976
Public Identity,,,Grey Hair,Male Characters,Living Characters,2,1976
Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,2,1976
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,2,1976
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,2,1976
Secret Identity,Good Characters,,,Male Characters,Living Characters,2,1976
,Bad Characters,,,Male Characters,Living Characters,2,1976
Public Identity,Bad Characters,Black Eyes,,Male Characters,Living Characters,2,1976
,Good Characters,,,,Living Characters,2,1976
,Bad Characters,,,Female Characters,Living Characters,2,1976
Public Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Living Characters,2,1976
,,,Black Hair,Male Characters,Living Characters,2,1976
,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1976
Public Identity,,,Grey Hair,Male Characters,Living Characters,2,1976
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1976
,Good Characters,,Black Hair,Female Characters,Living Characters,2,1976
,,,White Hair,Male Characters,Living Characters,2,1977
,,,,Male Characters,Living Characters,2,1977
,Good Characters,,,Male Characters,Living Characters,2,1977
,Bad Characters,,,Female Characters,Living Characters,2,1977
Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,2,1977
,,,,Male Characters,Living Characters,2,1977
,,,,,Living Characters,2,1977
,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1977
Secret Identity,Bad Characters,,Red Hair,Male Characters,Living Characters,2,1977
,Bad Characters,,White Hair,Male Characters,Living Characters,2,1977
,,,,,Deceased Characters,2,1977
Public Identity,,,Black Hair,Male Characters,Living Characters,2,1977
,,,,,Living Characters,2,1977
Secret Identity,Good Characters,,Bald,,Deceased Characters,2,1977
Secret Identity,Bad Characters,,,,Living Characters,2,1977
,Neutral Characters,,Bald,,Living Characters,2,1977
Secret Identity,Bad Characters,,Blond Hair,Male Characters,Living Characters,2,1977
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1977
,Bad Characters,,,Male Characters,Deceased Characters,2,1977
,Bad Characters,,,,Living Characters,2,1977
,Bad Characters,,Bald,Male Characters,Living Characters,2,1977
,,,Brown Hair,Male Characters,Living Characters,2,1978
,Good Characters,,,Male Characters,Living Characters,2,1978
Public Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,2,1978
,Bad Characters,,Black Hair,Male Characters,Deceased Characters,2,1978
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1978
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1978
,,,,Male Characters,Living Characters,2,1978
,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,2,1978
Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,Living Characters,2,1978
,Good Characters,,Black Hair,,Living Characters,2,1978
,Bad Characters,,,Male Characters,Living Characters,2,1978
,Bad Characters,Red Eyes,Brown Hair,Male Characters,Living Characters,2,1978
Secret Identity,,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,2,1978
Public Identity,Bad Characters,,,Male Characters,Living Characters,2,1978
,Bad Characters,,,Male Characters,Living Characters,2,1978
,Bad Characters,,,Male Characters,Living Characters,2,1978
,Good Characters,,,,Living Characters,2,1978
,Good Characters,,,,Living Characters,2,1978
Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,2,1979
Public Identity,,,,Male Characters,Deceased Characters,2,1979
,,Brown Eyes,Black Hair,Male Characters,Living Characters,2,1979
Public Identity,,,Brown Hair,Male Characters,Living Characters,2,1979
Secret Identity,Good Characters,Black Eyes,Bald,Male Characters,Deceased Characters,2,1979
,Bad Characters,,,,Living Characters,2,1979
,,,Brown Hair,Female Characters,Living Characters,2,1979
Secret Identity,Bad Characters,,Bald,,Living Characters,2,1979
Public Identity,Bad Characters,White Eyes,Bald,,Living Characters,2,1979
,,,Black Hair,Male Characters,Living Characters,2,1979
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Living Characters,2,1979
Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,2,1979
Secret Identity,Bad Characters,Green Eyes,Bald,Male Characters,Living Characters,2,1979
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1979
Public Identity,,,,Male Characters,Living Characters,2,1979
Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,2,1979
,,,,Male Characters,Living Characters,2,1979
,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,2,1979
,Bad Characters,,,Male Characters,Living Characters,2,1979
,,,Black Hair,Male Characters,Living Characters,2,1979
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1979
Secret Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1979
Public Identity,,,Brown Hair,Male Characters,Living Characters,2,1979
,Good Characters,White Eyes,White Hair,Male Characters,Deceased Characters,2,1979
Public Identity,,,Brown Hair,Male Characters,Living Characters,2,1979
,Bad Characters,,,,Living Characters,2,1979
,,,Black Hair,Male Characters,Living Characters,2,1979
Public Identity,,Green Eyes,Red Hair,Female Characters,Living Characters,2,1979
Public Identity,Good Characters,,,Female Characters,Living Characters,2,1979
Secret Identity,Bad Characters,Red Eyes,Bald,,Living Characters,2,1979
Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,2,1979
Secret Identity,Good Characters,,White Hair,Male Characters,Living Characters,2,1979
Public Identity,Bad Characters,,Bald,Male Characters,Living Characters,2,1980
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1980
,Bad Characters,,Black Hair,Male Characters,Living Characters,2,1980
Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,2,1980
,Good Characters,,White Hair,Male Characters,Living Characters,2,1980
Secret Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1980
,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1980
,,,Blond Hair,Female Characters,Living Characters,2,1980
Secret Identity,,,,Male Characters,Living Characters,2,1980
Public Identity,Good Characters,White Eyes,,Male Characters,Deceased Characters,2,1980
Secret Identity,,,,Female Characters,Living Characters,2,1980
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1980
Public Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,2,1980
Secret Identity,Neutral Characters,,Red Hair,Male Characters,Living Characters,2,1980
Public Identity,Bad Characters,,Bald,Male Characters,Deceased Characters,2,1980
Public Identity,Bad Characters,,,Male Characters,Living Characters,2,1980
Secret Identity,Neutral Characters,,Brown Hair,Male Characters,Living Characters,2,1980
Secret Identity,Neutral Characters,,Red Hair,Male Characters,Living Characters,2,1980
Secret Identity,,,,Male Characters,Living Characters,2,1980
Secret Identity,,,,Male Characters,Living Characters,2,1980
Public Identity,,,,Male Characters,Living Characters,2,1980
,,,,Female Characters,Living Characters,2,1980
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1980
,,,,Male Characters,Living Characters,2,1980
Secret Identity,,,,Male Characters,Living Characters,2,1980
,Neutral Characters,,,,Living Characters,2,1981
Public Identity,,,Black Hair,Male Characters,Living Characters,2,1981
Secret Identity,Good Characters,Blue Eyes,Green Hair,Female Characters,Living Characters,2,1981
Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,2,1981
,Neutral Characters,,,,Living Characters,2,1981
Public Identity,Good Characters,,Grey Hair,Female Characters,Living Characters,2,1981
,Neutral Characters,,,,Living Characters,2,1981
Secret Identity,Bad Characters,,,Male Characters,Living Characters,2,1981
Public Identity,Neutral Characters,,Brown Hair,Male Characters,Deceased Characters,2,1981
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1981
Public Identity,,,,Male Characters,Deceased Characters,2,1981
,Bad Characters,,Grey Hair,Male Characters,Living Characters,2,1981
,Bad Characters,,,Male Characters,Living Characters,2,1981
Public Identity,Good Characters,,,Male Characters,Living Characters,2,1981
,Bad Characters,Brown Eyes,Red Hair,Male Characters,Living Characters,2,1981
Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,2,1981
,,Brown Eyes,Black Hair,Male Characters,Living Characters,2,1981
Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,2,1981
Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,2,1981
Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,2,1981
Public Identity,,,,Female Characters,Living Characters,2,1981
Public Identity,Neutral Characters,,,Female Characters,Living Characters,2,1981
,Bad Characters,,,Male Characters,Living Characters,2,1981
,,,,Male Characters,Living Characters,2,1981
,Neutral Characters,,,,Living Characters,2,1981
